"filename", "language", "TypeScript", "Svelte", "HTML", "JavaScript", "PostCSS", "comment", "blank", "total"
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/small/wardrobe/profileHead.svelte", "Svelte", 0, 48, 0, 0, 0, 0, 1, 49
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/small/wardrobe/uploaded.svelte", "Svelte", 0, 40, 0, 0, 0, 0, 3, 43
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/small/wardrobe/woman.svelte", "Svelte", 0, 16, 0, 0, 0, 0, 1, 17
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/svg/tick.svelte", "Svelte", 0, 5, 0, 0, 0, 0, 1, 6
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/lib/type/supabase.ts", "TypeScript", 1084, 0, 0, 0, 0, 0, 9, 1093
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/+layout.server.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 5, 23
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/+layout.svelte", "Svelte", 0, 105, 0, 0, 0, 0, 9, 114
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/by/+layout.server.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 5, 20
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/by/+layout@.svelte", "Svelte", 0, 19, 0, 0, 0, 0, 4, 23
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/by/create-custom/+page.server.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 4, 15
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/by/create-custom/+page.svelte", "Svelte", 0, 121, 0, 0, 0, 1, 12, 134
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/by/myphotos/+page.server.ts", "TypeScript", 13, 0, 0, 0, 0, 0, 3, 16
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/by/myphotos/+page@by.svelte", "Svelte", 0, 119, 0, 0, 0, 0, 6, 125
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/by/profile/+page.server.ts", "TypeScript", 6, 0, 0, 0, 0, 1, 2, 9
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/by/profile/+page@by.svelte", "Svelte", 0, 84, 0, 0, 0, 19, 8, 111
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/home/+page.server.ts", "TypeScript", 440, 0, 0, 0, 0, 13, 62, 515
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/home/+page.svelte", "Svelte", 0, 691, 0, 0, 0, 4, 45, 740
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/home/helpers.ts", "TypeScript", 69, 0, 0, 0, 0, 10, 12, 91
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/outfits/+page.server.ts", "TypeScript", 52, 0, 0, 0, 0, 2, 16, 70
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/outfits/+page.svelte", "Svelte", 0, 132, 0, 0, 0, 0, 14, 146
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/outfits/create-ai/+page.server.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 3, 19
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/outfits/create-ai/+page.svelte", "Svelte", 0, 40, 0, 0, 0, 0, 3, 43
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/vto-test/body-image-upload/+page.server.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 2, 7
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/vto-test/body-image-upload/+page.svelte", "Svelte", 0, 120, 0, 0, 0, 8, 14, 142
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/vto-test/clothing-image-upload/+page.server.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 3, 7
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/vto-test/clothing-image-upload/+page.svelte", "Svelte", 0, 189, 0, 0, 0, 33, 19, 241
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/vto-test/generation/+page.server.ts", "TypeScript", 274, 0, 0, 0, 0, 7, 49, 330
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/vto-test/generation/+page.svelte", "Svelte", 0, 147, 0, 0, 0, 4, 8, 159
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/vto-test/generation/utils.ts", "TypeScript", 78, 0, 0, 0, 0, 1, 12, 91
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/wardrobe/+page.server.ts", "TypeScript", 49, 0, 0, 0, 0, 1, 13, 63
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(app)/wardrobe/+page.svelte", "Svelte", 0, 222, 0, 0, 0, 1, 13, 236
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/+layout.server.ts", "TypeScript", 0, 0, 0, 0, 0, 8, 2, 10
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/+layout.svelte", "Svelte", 0, 30, 0, 0, 0, 0, 4, 34
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/+page.server.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 3, 18
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/+page.svelte", "Svelte", 0, 14, 0, 0, 0, 0, 2, 16
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/auth/confirm/+server.ts", "TypeScript", 24, 0, 0, 0, 0, 6, 6, 36
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/auth/error/+page.svelte", "Svelte", 0, 1, 0, 0, 0, 0, 0, 1
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/auth/login/+page.server.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 2, 20
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/auth/login/+page.svelte", "Svelte", 0, 77, 0, 0, 0, 5, 8, 90
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/auth/logout/+server.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 2, 7
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/auth/password_reset/+page.server.ts", "TypeScript", 17, 0, 0, 0, 0, 0, 3, 20
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/auth/password_reset/+page.svelte", "Svelte", 0, 128, 0, 0, 0, 5, 13, 146
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/auth/reset/+page.server.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 4, 20
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/auth/reset/+page.svelte", "Svelte", 0, 41, 0, 0, 0, 5, 6, 52
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/auth/signup/+page.server.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 3, 19
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/auth/signup/+page.svelte", "Svelte", 0, 138, 0, 0, 0, 20, 12, 170
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/beta/melt/+page.server.ts", "TypeScript", 174, 0, 0, 0, 0, 23, 35, 232
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/(vto)/beta/melt/+page.svelte", "Svelte", 0, 46, 0, 0, 0, 0, 9, 55
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/+layout.server.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 1, 9
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/+layout.svelte", "Svelte", 0, 16, 0, 0, 0, 0, 4, 20
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/+layout.ts", "TypeScript", 29, 0, 0, 0, 0, 9, 6, 44
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/api/queryTask/+server.ts", "TypeScript", 105, 0, 0, 0, 0, 3, 16, 124
"/Users/jayden/Desktop/FYP/virtual-try-on-app/src/routes/api/submitTask/+server.ts", "TypeScript", 220, 0, 0, 0, 0, 2, 29, 251
"Total", "-", 3626, 5151, 32, 0, 54, 311, 994, 10168
